id,uid,apex_time,apex_time_str,apex_distance,dataset,source_file,label,label_name,saved_timestamp,username,x_min_m,x_max_m,t_start_s,t_end_s
13,ba2fbe72-7b0a-433e-a0b5-31a9f6832606,1635889979.26,2021-11-02 21:52:59.260,8880.0,ooi_optasense_north_c2_full,20211102_215231.h5,1,Bp_B,2025-12-18 14:34:06.194,ers334,640.0,31472.0,0.7838971043228504,14.111318791087864
14,ba2fbe72-7b0a-433e-a0b5-31a9f6832606,1635889987.835,2021-11-02 21:53:07.835,13632.0,ooi_optasense_north_c2_full,20211102_215301.h5,1,Bp_B,2025-12-18 14:36:30.593,ers334,432.0,44688.0,0.3313846346663567,17.14781952443549
15,ba2fbe72-7b0a-433e-a0b5-31a9f6832606,1635889995.085,2021-11-02 21:53:15.085,13624.0,ooi_optasense_north_c2_full,20211102_215301.h5,1,Bp_B,2025-12-18 16:00:55.768,ers334,13664.0,38408.0,0.044347113949804395,13.270010934587397
18,f60ea384-f26a-4a58-85f6-76bba2e035f0,1635889998.175,2021-11-02 21:53:18.175,12032.0,ooi_optasense_north_c2_full,20211102_215301.h5,1,Bp_B,2025-12-18 22:44:07.934,ers334,2208.0,45216.0,0.13500000000000156,20.41
19,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890003.02,2021-11-02 21:53:23.020,13224.0,ooi_optasense_north_c2_full,20211102_215301.h5,2,Bp_A,2025-12-18 22:52:32.165,ers334,13200.0,32512.0,0.04499999999999815,12.79
20,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890010.84,2021-11-02 21:53:30.840,14080.0,ooi_optasense_north_c2_full,20211102_215301.h5,2,Bp_A,2025-12-19 00:37:53.448,ers334,688.0,44792.0,0.17999999999999972,17.485
21,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890016.155,2021-11-02 21:53:36.155,13472.0,ooi_optasense_north_c2_full,20211102_215331.h5,1,Bp_B,2025-12-19 00:40:30.065,ers334,13440.0,37808.0,0.00999999999999801,12.895000000000003
22,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890022.27,2021-11-02 21:53:42.270,14616.0,ooi_optasense_north_c2_full,20211102_215331.h5,1,Bp_B,2025-12-19 00:41:54.888,ers334,14616.0,44680.0,-0.05000000000000426,18.57
23,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890019.905,2021-11-02 21:53:39.905,17992.0,ooi_optasense_north_c2_full,20211102_215331.h5,1,Bp_B,2025-12-19 00:43:50.736,ers334,18248.0,38304.0,0.14999999999999858,9.954999999999998
24,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890022.385,2021-11-02 21:53:42.385,8976.0,ooi_optasense_north_c2_full,20211102_215331.h5,1,Bp_B,2025-12-19 00:49:38.344,ers334,2472.0,38784.0,0.21499999999999986,18.145
25,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890037.33,2021-11-02 21:53:57.330,13336.0,ooi_optasense_north_c2_full,20211102_215331.h5,1,Bp_B,2025-12-19 13:16:07.626,ers334,13384.0,39392.0,0.05999999999999872,13.919999999999998
26,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890047.27,2021-11-02 21:54:07.270,39232.0,ooi_optasense_north_c2_full,20211102_215401.h5,2,Bp_A,2025-12-19 13:17:35.640,ers334,39368.0,44656.0,0.14999999999999858,3.3049999999999997
28,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890043.5249999,2021-11-02 21:54:03.525,11992.0,ooi_optasense_north_c2_full,20211102_215401.h5,1,Bp_B,2025-12-19 13:25:27.224,ers334,1472.0,45344.0,0.03500000000000014,19.470000000000002
29,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890044.71,2021-11-02 21:54:04.710,12720.0,ooi_optasense_north_c2_full,20211102_215401.h5,2,Bp_A,2025-12-19 13:38:53.493,ers334,12744.0,29848.0,0.020000000000003126,11.065000000000005
30,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890065.4099998,2021-11-02 21:54:25.410,19144.0,ooi_optasense_north_c2_full,20211102_215401.h5,1,Bp_B,2025-12-19 13:57:16.947,ers334,19120.0,35032.0,0.00999999999999801,8.670000000000002
31,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890063.8799999,2021-11-02 21:54:23.880,8864.0,ooi_optasense_north_c2_full,20211102_215401.h5,1,Bp_B,2025-12-19 14:04:00.099,ers334,1416.0,36496.0,0.5350000000000001,16.945
32,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890065.21,2021-11-02 21:54:25.210,12552.0,ooi_optasense_north_c2_full,20211102_215401.h5,1,Bp_B,2025-12-19 14:07:09.395,ers334,1464.0,45176.0,-0.054999999999999716,20.28
33,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890090.21,2021-11-02 21:54:50.210,20984.0,ooi_optasense_north_c2_full,20211102_215431.h5,2,Bp_A,2025-12-19 14:11:47.754,ers334,20960.0,36160.0,0.010000000000001563,7.925000000000001
34,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890090.47,2021-11-02 21:54:50.470,13864.0,ooi_optasense_north_c2_full,20211102_215431.h5,2,Bp_A,2025-12-19 14:14:25.083,ers334,13912.0,40176.0,0.129999999999999,15.930000000000003
35,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890095.115,2021-11-02 21:54:55.115,16736.0,ooi_optasense_north_c2_full,20211102_215431.h5,2,Bp_A,2025-12-19 14:16:27.090,ers334,16736.0,34960.0,0.07000000000000028,10.130000000000003
36,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890110.145,2021-11-02 21:55:10.145,18096.0,ooi_optasense_north_c2_full,20211102_215501.h5,1,Bp_B,2025-12-19 14:20:38.993,ers334,18112.0,36680.0,0.030000000000001137,9.100000000000001
37,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890121.725,2021-11-02 21:55:21.725,37496.0,ooi_optasense_north_c2_full,20211102_215501.h5,1,Bp_B,2025-12-19 14:21:58.049,ers334,37472.0,45400.0,-0.054999999999999716,4.93
40,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890115.8799999,2021-11-02 21:55:15.880,13392.0,ooi_optasense_north_c2_full,20211102_215501.h5,1,Bp_B,2025-12-19 14:27:51.608,ers334,13456.0,37768.0,0.03499999999999659,12.905000000000001
41,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890108.84,2021-11-02 21:55:08.840,8944.0,ooi_optasense_north_c2_full,20211102_215501.h5,1,Bp_B,2025-12-19 14:56:49.871,ers334,816.0,19576.0,0.3999999999999986,5.269999999999996
42,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890111.97,2021-11-02 21:55:11.970,11976.0,ooi_optasense_north_c2_full,20211102_215501.h5,2,Bp_A,2025-12-19 14:59:40.175,ers334,2656.0,42840.0,0.005000000000002558,18.035000000000004
43,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890133.95,2021-11-02 21:55:33.950,14432.0,ooi_optasense_north_c2_full,20211102_215531.h5,2,Bp_A,2025-12-19 15:02:17.799,ers334,712.0,45080.0,0.030000000000001137,17.04
44,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890128.56,2021-11-02 21:55:28.560,21352.0,ooi_optasense_north_c2_full,20211102_215501.h5,1,Bp_B,2025-12-19 15:04:28.991,ers334,21312.0,33104.0,0.004999999999999005,3.4200000000000017
45,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890133.395,2021-11-02 21:55:33.395,21656.0,ooi_optasense_north_c2_full,20211102_215531.h5,2,Bp_A,2025-12-19 15:05:36.894,ers334,21640.0,33112.0,-0.054999999999999716,6.140000000000001
46,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890136.37,2021-11-02 21:55:36.370,14712.0,ooi_optasense_north_c2_full,20211102_215531.h5,2,Bp_A,2025-12-19 15:08:59.070,ers334,14704.0,40296.0,-0.07000000000000028,15.324999999999996
47,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890140.485,2021-11-02 21:55:40.485,16176.0,ooi_optasense_north_c2_full,20211102_215531.h5,2,Bp_A,2025-12-19 15:10:15.070,ers334,16176.0,34552.0,0.005000000000002558,10.045000000000002
48,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890104.5249999,2021-11-02 21:55:04.525,0.0,ooi_optasense_north_c2_full,20211102_215501.h5,2,Bp_A,2025-12-19 15:36:37.004,ers334,13288.0,25352.0,40.655,48.42
49,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890145.065,2021-11-02 21:55:45.065,13096.0,ooi_optasense_north_c2_full,20211102_215531.h5,2,Bp_A,2025-12-19 15:39:53.716,ers334,12992.0,24744.0,0.009999999999999787,7.3199999999999985
50,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890152.675,2021-11-02 21:55:52.675,17496.0,ooi_optasense_north_c2_full,20211102_215531.h5,1,Bp_B,2025-12-19 15:42:28.597,ers334,17152.0,45320.0,0.23000000000000043,13.320000000000004
51,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890154.6599998,2021-11-02 21:55:54.660,14504.0,ooi_optasense_north_c2_full,20211102_215531.h5,2,Bp_A,2025-12-19 16:24:19.442,ers334,712.0,44416.0,0.11499999999999844,16.47
52,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890157.165,2021-11-02 21:55:57.165,13376.0,ooi_optasense_north_c2_full,20211102_215531.h5,1,Bp_B,2025-12-19 16:27:54.802,ers334,13352.0,40152.0,0.00999999999999801,15.919999999999998
53,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890160.705,2021-11-02 21:56:00.705,13016.0,ooi_optasense_north_c2_full,20211102_215531.h5,2,Bp_A,2025-12-19 16:30:35.512,ers334,12976.0,38928.0,-0.00999999999999801,13.525000000000002
54,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890163.915,2021-11-02 21:56:03.915,9528.0,ooi_optasense_north_c2_full,20211102_215601.h5,1,Bp_B,2025-12-19 16:34:21.889,ers334,536.0,45400.0,0.4450000000000003,23.17
56,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890161.56,2021-11-02 21:56:01.560,0.0,ooi_optasense_north_c2_full,20211102_215601.h5,1,Bp_B,2025-12-19 16:40:10.746,ers334,552.0,45480.0,14.495,31.33
57,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890181.19,2021-11-02 21:56:21.190,14368.0,ooi_optasense_north_c2_full,20211102_215601.h5,2,Bp_A,2025-12-19 16:42:17.553,ers334,14352.0,38112.0,0.13500000000000156,14.275000000000002
58,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890185.4299998,2021-11-02 21:56:25.430,15776.0,ooi_optasense_north_c2_full,20211102_215601.h5,2,Bp_A,2025-12-19 16:44:40.376,ers334,15712.0,36112.0,0.004999999999999005,11.145
59,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890197.225,2021-11-02 21:56:37.225,14920.0,ooi_optasense_north_c2_full,20211102_215631.h5,1,Bp_B,2025-12-19 16:50:09.176,ers334,648.0,44840.0,0.21999999999999886,17.130000000000003
60,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890202.61,2021-11-02 21:56:42.610,36328.0,ooi_optasense_north_c2_full,20211102_215631.h5,1,Bp_B,2025-12-19 16:51:56.662,ers334,36424.0,45576.0,0.010000000000005116,5.910000000000004
61,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890202.075,2021-11-02 21:56:42.075,13216.0,ooi_optasense_north_c2_full,20211102_215631.h5,1,Bp_B,2025-12-19 17:04:20.664,ers334,1616.0,40648.0,0.02499999999999858,16.034999999999997
62,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890206.315,2021-11-02 21:56:46.315,13376.0,ooi_optasense_north_c2_full,20211102_215631.h5,1,Bp_B,2025-12-19 17:06:38.903,ers334,13368.0,39184.0,0.0049999999999954525,13.71
63,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890222.99,2021-11-02 21:57:02.990,36912.0,ooi_optasense_north_c2_full,20211102_215701.h5,1,Bp_B,2025-12-19 17:16:03.519,ers334,36880.0,45344.0,0.030000000000001137,5.125
64,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890208.945,2021-11-02 21:56:48.945,9416.0,ooi_optasense_north_c2_full,20211102_215631.h5,1,Bp_B,2025-12-19 17:18:55.966,ers334,464.0,40816.0,0.6899999999999977,19.645
65,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890218.74,2021-11-02 21:56:58.740,13872.0,ooi_optasense_north_c2_full,20211102_215631.h5,1,Bp_B,2025-12-19 17:21:31.318,ers334,616.0,44984.0,0.14000000000000057,16.924999999999997
66,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890226.69,2021-11-02 21:57:06.690,9344.0,ooi_optasense_north_c2_full,20211102_215701.h5,1,Bp_B,2025-12-19 17:24:46.183,ers334,1384.0,43912.0,0.2949999999999946,23.14
67,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890224.665,2021-11-02 21:57:04.665,13256.0,ooi_optasense_north_c2_full,20211102_215701.h5,2,Bp_A,2025-12-19 17:26:38.885,ers334,13440.0,39400.0,0.0800000000000054,15.585
68,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890238.8999999,2021-11-02 21:57:18.900,14312.0,ooi_optasense_north_c2_full,20211102_215701.h5,1,Bp_B,2025-12-19 17:31:26.647,ers334,712.0,45328.0,0.41000000000000014,17.315
69,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890245.875,2021-11-02 21:57:25.875,12144.0,ooi_optasense_north_c2_full,20211102_215701.h5,1,Bp_B,2025-12-19 17:34:22.269,ers334,1048.0,40968.0,0.129999999999999,16.039999999999996
70,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890252.5549998,2021-11-02 21:57:32.555,40984.0,ooi_optasense_north_c2_full,20211102_215731.h5,1,Bp_B,2025-12-19 17:36:39.780,ers334,10168.0,40704.0,0.09499999999999886,20.845000000000002
71,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890247.915,2021-11-02 21:57:27.915,16816.0,ooi_optasense_north_c2_full,20211102_215701.h5,1,Bp_B,2025-12-19 17:39:28.629,ers334,10976.0,16744.0,-0.02500000000000213,3.5249999999999986
72,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890247.335,2021-11-02 21:57:27.335,11768.0,ooi_optasense_north_c2_full,20211102_215701.h5,1,Bp_B,2025-12-19 17:41:25.734,ers334,11720.0,45432.0,0.010000000000001563,23.450000000000003
73,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890260.355,2021-11-02 21:57:40.355,15416.0,ooi_optasense_north_c2_full,20211102_215731.h5,1,Bp_B,2025-12-19 17:43:42.038,ers334,632.0,45344.0,0.125,17.225
74,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890271.615,2021-11-02 21:57:51.615,38000.0,ooi_optasense_north_c2_full,20211102_215731.h5,1,Bp_B,2025-12-19 17:44:37.364,ers334,37928.0,45752.0,0.03999999999999915,4.410000000000004
75,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890270.0349998,2021-11-02 21:57:50.035,12968.0,ooi_optasense_north_c2_full,20211102_215731.h5,2,Bp_A,2025-12-19 17:47:40.758,ers334,12960.0,40376.0,0.019999999999999574,15.949999999999996
76,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890281.465,2021-11-02 21:58:01.465,14344.0,ooi_optasense_north_c2_full,20211102_215731.h5,1,Bp_B,2025-12-19 17:51:58.829,ers334,800.0,44944.0,0.259999999999998,16.64
77,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890285.95,2021-11-02 21:58:05.950,36456.0,ooi_optasense_north_c2_full,20211102_215801.h5,1,Bp_B,2025-12-19 17:53:02.956,ers334,36464.0,45104.0,0.125,5.125
78,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890291.0049999,2021-11-02 21:58:11.005,12464.0,ooi_optasense_north_c2_full,20211102_215801.h5,1,Bp_B,2025-12-19 17:56:32.926,ers334,912.0,40240.0,0.1599999999999966,15.954999999999998
79,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890287.2749999,2021-11-02 21:58:07.275,11808.0,ooi_optasense_north_c2_full,20211102_215801.h5,2,Bp_A,2025-12-19 17:58:18.188,ers334,11784.0,28880.0,0.0449999999999946,10.884999999999998
80,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890293.705,2021-11-02 21:58:13.705,12344.0,ooi_optasense_north_c2_full,20211102_215801.h5,1,Bp_B,2025-12-19 17:59:50.157,ers334,12264.0,36328.0,-0.015000000000000568,15.714999999999996
81,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890296.585,2021-11-02 21:58:16.585,36968.0,ooi_optasense_north_c2_full,20211102_215801.h5,1,Bp_B,2025-12-19 18:02:13.636,ers334,15440.0,36880.0,-0.07000000000000028,14.815000000000005
82,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890281.56,2021-11-02 21:58:01.560,0.0,ooi_optasense_north_c2_full,20211102_215801.h5,1,Bp_B,2025-12-19 18:05:05.341,ers334,640.0,45064.0,21.435,38.09
83,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890314.895,2021-11-02 21:58:34.895,14152.0,ooi_optasense_north_c2_full,20211102_215831.h5,1,Bp_B,2025-12-19 18:07:52.461,ers334,14184.0,45520.0,0.04999999999999982,18.015
84,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890316.095,2021-11-02 21:58:36.095,18808.0,ooi_optasense_north_c2_full,20211102_215831.h5,2,Bp_A,2025-12-19 18:09:22.348,ers334,18824.0,37200.0,0.03000000000000025,9.315
85,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890324.0349998,2021-11-02 21:58:44.035,14080.0,ooi_optasense_north_c2_full,20211102_215831.h5,1,Bp_B,2025-12-19 19:12:29.050,ers334,920.0,45272.0,0.15500000000000114,17.104999999999997
86,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890336.23,2021-11-02 21:58:56.230,13456.0,ooi_optasense_north_c2_full,20211102_215831.h5,1,Bp_B,2025-12-19 19:14:07.954,ers334,13424.0,45696.0,-0.03500000000000014,17.9
87,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890355.595,2021-11-02 21:59:15.595,38048.0,ooi_optasense_north_c2_full,20211102_215901.h5,1,Bp_B,2025-12-19 19:16:19.121,ers334,38096.0,45016.0,0.060000000000002274,4.040000000000006
88,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890345.0349998,2021-11-02 21:59:05.035,14840.0,ooi_optasense_north_c2_full,20211102_215901.h5,1,Bp_B,2025-12-19 19:19:33.938,ers334,448.0,44976.0,0.0799999999999983,16.759999999999998
89,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890352.1799998,2021-11-02 21:59:12.180,14592.0,ooi_optasense_north_c2_full,20211102_215901.h5,1,Bp_B,2025-12-19 19:21:59.641,ers334,496.0,45624.0,0.38000000000000256,17.495000000000005
90,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890360.205,2021-11-02 21:59:20.205,18848.0,ooi_optasense_north_c2_full,20211102_215901.h5,1,Bp_B,2025-12-19 19:28:37.305,ers334,18800.0,44944.0,0.1750000000000007,13.625000000000004
91,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890359.685,2021-11-02 21:59:19.685,14168.0,ooi_optasense_north_c2_full,20211102_215901.h5,2,Bp_A,2025-12-19 19:32:17.282,ers334,14160.0,40176.0,0.02499999999999858,15.575000000000003
92,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890375.33,2021-11-02 21:59:35.330,14416.0,ooi_optasense_north_c2_full,20211102_215931.h5,1,Bp_B,2025-12-19 21:22:40.524,ers334,752.0,45240.0,0.10999999999999943,16.705
93,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890380.9199998,2021-11-02 21:59:40.920,10512.0,ooi_optasense_north_c2_full,20211102_215931.h5,1,Bp_B,2025-12-19 21:29:07.372,ers334,1352.0,40016.0,0.6199999999999974,16.08
94,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890383.935,2021-11-02 21:59:43.935,15024.0,ooi_optasense_north_c2_full,20211102_215931.h5,1,Bp_B,2025-12-19 21:31:16.021,ers334,648.0,45224.0,0.4350000000000023,16.955
95,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890400.51,2021-11-02 22:00:00.510,14304.0,ooi_optasense_north_c2_full,20211102_215931.h5,1,Bp_B,2025-12-19 21:33:47.980,ers334,808.0,44776.0,0.379999999999999,16.745
96,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890409.32,2021-11-02 22:00:09.320,37560.0,ooi_optasense_north_c2_full,20211102_220001.h5,1,Bp_B,2025-12-19 21:34:28.451,ers334,37608.0,45480.0,0.10500000000000398,5.2450000000000045
97,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890404.21,2021-11-02 22:00:04.210,13272.0,ooi_optasense_north_c2_full,20211102_220001.h5,2,Bp_A,2025-12-19 21:36:23.939,ers334,13392.0,45328.0,0.2049999999999983,20.145000000000003
98,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890417.0,2021-11-02 22:00:17.000,15120.0,ooi_optasense_north_c2_full,20211102_220001.h5,1,Bp_B,2025-12-19 21:40:31.820,ers334,760.0,44920.0,0.16500000000000092,16.75
99,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890407.31,2021-11-02 22:00:07.310,12648.0,ooi_optasense_north_c2_full,20211102_220001.h5,1,Bp_B,2025-12-19 21:41:41.955,ers334,12632.0,26800.0,0.17499999999999982,9.01
100,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890421.7749999,2021-11-02 22:00:21.775,11032.0,ooi_optasense_north_c2_full,20211102_220001.h5,1,Bp_B,2025-12-19 21:44:50.178,ers334,11016.0,28872.0,0.17999999999999972,11.239999999999998
101,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890427.6599998,2021-11-02 22:00:27.660,28464.0,ooi_optasense_north_c2_full,20211102_220001.h5,2,Bp_A,2025-12-19 21:46:07.652,ers334,15008.0,28376.0,0.10999999999999943,9.019999999999996
102,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890438.1799998,2021-11-02 22:00:38.180,15112.0,ooi_optasense_north_c2_full,20211102_220031.h5,1,Bp_B,2025-12-19 21:47:36.179,ers334,456.0,45240.0,0.12000000000000455,16.885000000000005
103,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890425.715,2021-11-02 22:00:25.715,12968.0,ooi_optasense_north_c2_full,20211102_220001.h5,1,Bp_B,2025-12-19 21:51:15.835,ers334,12968.0,45264.0,-0.03500000000000014,19.354999999999997
104,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890448.2,2021-11-02 22:00:48.200,18544.0,ooi_optasense_north_c2_full,20211102_220031.h5,1,Bp_B,2025-12-19 21:55:58.115,ers334,18584.0,35616.0,-0.03999999999999915,8.380000000000003
105,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890449.815,2021-11-02 22:00:49.815,13064.0,ooi_optasense_north_c2_full,20211102_220031.h5,2,Bp_A,2025-12-19 21:57:44.985,ers334,12992.0,39696.0,0.10500000000000043,15.879999999999999
106,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890452.98,2021-11-02 22:00:52.980,11976.0,ooi_optasense_north_c2_full,20211102_220031.h5,1,Bp_B,2025-12-19 21:59:35.715,ers334,11952.0,38872.0,0.03499999999999659,17.415
107,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890458.6299999,2021-11-02 22:00:58.630,15176.0,ooi_optasense_north_c2_full,20211102_220031.h5,1,Bp_B,2025-12-19 22:01:07.362,ers334,864.0,44624.0,0.1750000000000007,16.42
108,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890469.86,2021-11-02 22:01:09.860,28472.0,ooi_optasense_north_c2_full,20211102_220101.h5,2,Bp_A,2025-12-19 22:03:23.067,ers334,15408.0,28432.0,0.07500000000000284,8.715000000000003
109,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890482.4099998,2021-11-02 22:01:22.410,37728.0,ooi_optasense_north_c2_full,20211102_220101.h5,1,Bp_B,2025-12-19 22:04:05.594,ers334,37784.0,45240.0,0.1700000000000017,4.604999999999997
110,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890471.855,2021-11-02 22:01:11.855,22536.0,ooi_optasense_north_c2_full,20211102_220101.h5,2,Bp_A,2025-12-19 22:04:50.690,ers334,22552.0,29496.0,0.11499999999999488,3.4949999999999974
111,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890471.6399999,2021-11-02 22:01:11.640,11680.0,ooi_optasense_north_c2_full,20211102_220101.h5,1,Bp_B,2025-12-19 22:06:26.746,ers334,3344.0,40816.0,0.10999999999999943,16.105000000000004
