id,tx_id,uid,f_min_hz,f_max_hz,x_min_m,x_max_m,t,win_length_s,dataset,label,label_name,saved_timestamp,username,source_file
13,2,fc5d7381-9942-4a8a-8043-ca18289245d4,12.818600271070627,29484.718077130296,29.54344522213102,38099.2819228697,10.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 00:37:10.912,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
14,2,fc5d7381-9942-4a8a-8043-ca18289245d4,12.818600271070627,32376.718077130296,29.54344522213102,40991.2819228697,12.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 00:37:10.912,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
15,2,fc5d7381-9942-4a8a-8043-ca18289245d4,12.818600271070627,34912.718077130296,29.54344522213102,43527.2819228697,14.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 00:37:10.914,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
16,3,fc5d7381-9942-4a8a-8043-ca18289245d4,13.66671614079985,10412.737671585472,26.575039678078703,15267.262328414528,0.0,2.0,ooi_optasense_north_c2_full,2,Bp_A,2025-12-18 00:52:05.682,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
17,3,fc5d7381-9942-4a8a-8043-ca18289245d4,13.66671614079985,13328.737671585472,26.575039678078703,18183.262328414527,2.0,2.0,ooi_optasense_north_c2_full,2,Bp_A,2025-12-18 00:52:05.684,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
18,3,fc5d7381-9942-4a8a-8043-ca18289245d4,13.66671614079985,16432.737671585473,26.575039678078703,21287.262328414527,4.0,2.0,ooi_optasense_north_c2_full,2,Bp_A,2025-12-18 00:52:05.686,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
19,3,fc5d7381-9942-4a8a-8043-ca18289245d4,13.66671614079985,19404.737671585477,26.575039678078703,24259.262328414527,6.0,2.0,ooi_optasense_north_c2_full,2,Bp_A,2025-12-18 00:52:05.688,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
20,3,fc5d7381-9942-4a8a-8043-ca18289245d4,13.66671614079985,22404.737671585477,26.575039678078703,27259.262328414527,8.0,2.0,ooi_optasense_north_c2_full,2,Bp_A,2025-12-18 00:52:05.690,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
21,3,fc5d7381-9942-4a8a-8043-ca18289245d4,13.66671614079985,25348.737671585477,26.575039678078703,30203.262328414527,10.0,2.0,ooi_optasense_north_c2_full,2,Bp_A,2025-12-18 00:52:05.692,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
22,3,fc5d7381-9942-4a8a-8043-ca18289245d4,13.66671614079985,28284.737671585477,26.575039678078703,33139.26232841452,12.0,2.0,ooi_optasense_north_c2_full,2,Bp_A,2025-12-18 00:52:05.694,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
23,3,fc5d7381-9942-4a8a-8043-ca18289245d4,13.66671614079985,30216.737671585477,26.575039678078703,35071.26232841452,14.0,2.0,ooi_optasense_north_c2_full,2,Bp_A,2025-12-18 00:52:05.696,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
24,4,fc5d7381-9942-4a8a-8043-ca18289245d4,16.63512168485215,35385.041480927044,28.27127141753716,39774.95851907295,0.0,2.0,ooi_optasense_north_c2_full,2,Bp_A,2025-12-18 00:54:10.932,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
25,4,fc5d7381-9942-4a8a-8043-ca18289245d4,16.63512168485215,38413.04148092704,28.27127141753716,42802.95851907295,2.0,2.0,ooi_optasense_north_c2_full,2,Bp_A,2025-12-18 00:54:10.934,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
26,4,fc5d7381-9942-4a8a-8043-ca18289245d4,16.63512168485215,41565.04148092704,28.27127141753716,45954.95851907295,4.0,2.0,ooi_optasense_north_c2_full,2,Bp_A,2025-12-18 00:54:10.935,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
30,6,f5156ff7-e81b-4c91-8641-da568e6c99c2,17.155968273616264,36455.55090279106,29.615338119094783,40944.44909720894,0.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 01:17:12.669,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
31,6,f5156ff7-e81b-4c91-8641-da568e6c99c2,17.155968273616264,39347.55090279106,29.615338119094783,43836.44909720894,2.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 01:17:12.670,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
32,6,f5156ff7-e81b-4c91-8641-da568e6c99c2,17.155968273616264,42175.55090279106,29.615338119094783,46664.44909720894,4.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 01:17:12.672,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
33,7,f5156ff7-e81b-4c91-8641-da568e6c99c2,16.1246498464448,11232.645445939008,34.14012766292316,16743.354554060992,0.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 01:20:11.504,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
34,7,f5156ff7-e81b-4c91-8641-da568e6c99c2,16.1246498464448,3420.645445939008,34.14012766292316,8931.354554060992,2.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 01:20:11.505,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
35,7,f5156ff7-e81b-4c91-8641-da568e6c99c2,16.1246498464448,19296.645445939008,34.14012766292316,24807.354554060992,4.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 01:20:11.506,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
36,7,f5156ff7-e81b-4c91-8641-da568e6c99c2,16.1246498464448,236.6454459390079,34.14012766292316,5747.354554060992,6.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 01:20:11.509,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
37,7,f5156ff7-e81b-4c91-8641-da568e6c99c2,16.1246498464448,22796.645445939008,34.14012766292316,28307.354554060992,8.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 01:20:11.511,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
38,7,f5156ff7-e81b-4c91-8641-da568e6c99c2,16.1246498464448,-1707.354554060992,34.14012766292316,3803.354554060992,10.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 01:20:11.513,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
39,7,f5156ff7-e81b-4c91-8641-da568e6c99c2,16.1246498464448,25928.645445939008,34.14012766292316,31439.354554060992,12.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 01:20:11.514,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
40,7,f5156ff7-e81b-4c91-8641-da568e6c99c2,16.1246498464448,28908.645445939008,34.14012766292316,34419.35455406099,14.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 01:20:11.516,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
41,7,f5156ff7-e81b-4c91-8641-da568e6c99c2,16.1246498464448,31996.645445939008,34.14012766292316,37507.35455406099,16.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 01:20:11.518,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
42,7,f5156ff7-e81b-4c91-8641-da568e6c99c2,16.1246498464448,34900.64544593901,34.14012766292316,40411.35455406099,18.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 01:20:11.519,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
43,7,f5156ff7-e81b-4c91-8641-da568e6c99c2,16.1246498464448,38080.64544593901,34.14012766292316,43591.35455406099,20.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 01:20:11.521,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
44,7,f5156ff7-e81b-4c91-8641-da568e6c99c2,16.1246498464448,41236.64544593901,34.14012766292316,46747.35455406099,22.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 01:20:11.522,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
45,8,f5156ff7-e81b-4c91-8641-da568e6c99c2,15.02259618635933,38760.67535081143,28.997210582524325,43431.32464918857,0.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 01:21:32.779,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
46,8,f5156ff7-e81b-4c91-8641-da568e6c99c2,15.02259618635933,41612.67535081143,28.997210582524325,46283.32464918857,2.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 01:21:32.780,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
47,9,684ec297-d421-4672-868b-ba31f7aab31a,17.963368552249705,10804.588724082416,28.72117917028583,15507.411275917584,0.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 13:13:43.772,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
48,9,684ec297-d421-4672-868b-ba31f7aab31a,17.963368552249705,14200.588724082416,28.72117917028583,18903.411275917584,2.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 13:13:43.772,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
49,9,684ec297-d421-4672-868b-ba31f7aab31a,17.963368552249705,19000.588724082416,28.72117917028583,23703.411275917584,4.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 13:13:43.773,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
50,9,684ec297-d421-4672-868b-ba31f7aab31a,17.963368552249705,22896.588724082416,28.72117917028583,27599.411275917584,6.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 13:13:43.773,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
51,9,684ec297-d421-4672-868b-ba31f7aab31a,17.963368552249705,26172.588724082416,28.72117917028583,30875.411275917584,8.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 13:13:43.774,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
52,9,684ec297-d421-4672-868b-ba31f7aab31a,17.963368552249705,29284.588724082416,28.72117917028583,33987.411275917584,10.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 13:13:43.774,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
53,9,684ec297-d421-4672-868b-ba31f7aab31a,17.963368552249705,32496.588724082416,28.72117917028583,37199.411275917584,12.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 13:13:43.775,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
54,9,684ec297-d421-4672-868b-ba31f7aab31a,17.963368552249705,35256.588724082416,28.72117917028583,39959.411275917584,14.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 13:13:43.775,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
55,10,ba2fbe72-7b0a-433e-a0b5-31a9f6832606,12.470121561392716,13235.407464398388,27.17487258014301,17644.592535601612,0.0,2.0,ooi_optasense_north_c2_full,2,Bp_A,2025-12-18 14:30:15.830,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
56,10,ba2fbe72-7b0a-433e-a0b5-31a9f6832606,12.470121561392716,16199.407464398388,27.17487258014301,20608.59253560161,2.0,2.0,ooi_optasense_north_c2_full,2,Bp_A,2025-12-18 14:30:15.831,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
57,10,ba2fbe72-7b0a-433e-a0b5-31a9f6832606,12.470121561392716,19835.407464398388,27.17487258014301,24244.59253560161,4.0,2.0,ooi_optasense_north_c2_full,2,Bp_A,2025-12-18 14:30:15.832,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
58,10,ba2fbe72-7b0a-433e-a0b5-31a9f6832606,12.470121561392716,23047.407464398388,27.17487258014301,27456.59253560161,6.0,2.0,ooi_optasense_north_c2_full,2,Bp_A,2025-12-18 14:30:15.832,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
59,10,ba2fbe72-7b0a-433e-a0b5-31a9f6832606,12.470121561392716,26219.407464398388,27.17487258014301,30628.59253560161,8.0,2.0,ooi_optasense_north_c2_full,2,Bp_A,2025-12-18 14:30:15.833,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
60,10,ba2fbe72-7b0a-433e-a0b5-31a9f6832606,12.470121561392716,29235.407464398388,27.17487258014301,33644.59253560161,10.0,2.0,ooi_optasense_north_c2_full,2,Bp_A,2025-12-18 14:30:15.834,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
61,10,ba2fbe72-7b0a-433e-a0b5-31a9f6832606,12.470121561392716,32191.407464398388,27.17487258014301,36600.59253560161,12.0,2.0,ooi_optasense_north_c2_full,2,Bp_A,2025-12-18 14:30:15.835,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
62,10,ba2fbe72-7b0a-433e-a0b5-31a9f6832606,12.470121561392716,35015.40746439839,27.17487258014301,39424.592535601616,14.0,2.0,ooi_optasense_north_c2_full,2,Bp_A,2025-12-18 14:30:15.835,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
63,10,ba2fbe72-7b0a-433e-a0b5-31a9f6832606,12.470121561392716,37655.40746439839,27.17487258014301,42064.592535601616,16.0,2.0,ooi_optasense_north_c2_full,2,Bp_A,2025-12-18 14:30:15.836,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
64,10,ba2fbe72-7b0a-433e-a0b5-31a9f6832606,12.470121561392716,40243.40746439839,27.17487258014301,44652.592535601616,18.0,2.0,ooi_optasense_north_c2_full,2,Bp_A,2025-12-18 14:30:15.838,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
65,10,ba2fbe72-7b0a-433e-a0b5-31a9f6832606,12.470121561392716,42227.40746439839,27.17487258014301,46636.592535601616,20.0,2.0,ooi_optasense_north_c2_full,2,Bp_A,2025-12-18 14:30:15.838,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
69,12,ba2fbe72-7b0a-433e-a0b5-31a9f6832606,17.984269345229254,36324.77395068448,24.35426733622973,40123.226049315526,0.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 14:31:52.501,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
70,12,ba2fbe72-7b0a-433e-a0b5-31a9f6832606,17.984269345229254,39660.77395068448,24.35426733622973,43459.226049315526,2.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 14:31:52.502,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
71,12,ba2fbe72-7b0a-433e-a0b5-31a9f6832606,17.984269345229254,42180.77395068448,24.35426733622973,45979.226049315526,4.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 14:31:52.502,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
72,13,ba2fbe72-7b0a-433e-a0b5-31a9f6832606,18.876387828135652,5848.133519971705,28.508987689833617,12191.866480028297,0.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 14:34:06.198,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
73,13,ba2fbe72-7b0a-433e-a0b5-31a9f6832606,18.876387828135652,-555.866480028295,28.508987689833617,5787.866480028295,2.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 14:34:06.198,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
74,13,ba2fbe72-7b0a-433e-a0b5-31a9f6832606,18.876387828135652,12332.133519971703,28.508987689833617,18675.866480028293,4.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 14:34:06.199,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
75,13,ba2fbe72-7b0a-433e-a0b5-31a9f6832606,18.876387828135652,-2315.866480028295,28.508987689833617,4027.866480028295,6.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 14:34:06.199,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
76,13,ba2fbe72-7b0a-433e-a0b5-31a9f6832606,18.876387828135652,15556.133519971703,28.508987689833617,21899.866480028293,8.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 14:34:06.199,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
77,13,ba2fbe72-7b0a-433e-a0b5-31a9f6832606,18.876387828135652,18520.133519971707,28.508987689833617,24863.866480028297,10.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 14:34:06.200,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
78,13,ba2fbe72-7b0a-433e-a0b5-31a9f6832606,18.876387828135652,21332.133519971707,28.508987689833617,27675.866480028297,12.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 14:34:06.200,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
79,13,ba2fbe72-7b0a-433e-a0b5-31a9f6832606,18.876387828135652,24344.133519971707,28.508987689833617,30687.866480028297,14.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 14:34:06.201,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
80,13,ba2fbe72-7b0a-433e-a0b5-31a9f6832606,18.876387828135652,27104.133519971707,28.508987689833617,33447.8664800283,16.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 14:34:06.201,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
81,14,ba2fbe72-7b0a-433e-a0b5-31a9f6832606,14.93617947062252,11517.89987803464,35.277634281898074,16346.10012196536,0.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 14:36:30.598,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
82,14,ba2fbe72-7b0a-433e-a0b5-31a9f6832606,14.93617947062252,4409.899878034641,35.277634281898074,9238.10012196536,2.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 14:36:30.599,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
83,14,ba2fbe72-7b0a-433e-a0b5-31a9f6832606,14.93617947062252,18817.89987803464,35.277634281898074,23646.10012196536,4.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 14:36:30.600,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
84,14,ba2fbe72-7b0a-433e-a0b5-31a9f6832606,14.93617947062252,1021.899878034641,35.277634281898074,5850.100121965359,6.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 14:36:30.600,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
85,14,ba2fbe72-7b0a-433e-a0b5-31a9f6832606,14.93617947062252,22409.89987803464,35.277634281898074,27238.10012196536,8.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 14:36:30.601,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
86,14,ba2fbe72-7b0a-433e-a0b5-31a9f6832606,14.93617947062252,-1298.100121965359,35.277634281898074,3530.100121965359,10.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 14:36:30.601,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
87,14,ba2fbe72-7b0a-433e-a0b5-31a9f6832606,14.93617947062252,25705.89987803464,35.277634281898074,30534.10012196536,12.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 14:36:30.602,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
88,14,ba2fbe72-7b0a-433e-a0b5-31a9f6832606,14.93617947062252,28909.89987803464,35.277634281898074,33738.100121965355,14.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 14:36:30.602,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
89,14,ba2fbe72-7b0a-433e-a0b5-31a9f6832606,14.93617947062252,31845.89987803464,35.277634281898074,36674.10012196536,16.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 14:36:30.603,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
90,14,ba2fbe72-7b0a-433e-a0b5-31a9f6832606,14.93617947062252,34761.899878034645,35.277634281898074,39590.10012196536,18.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 14:36:30.603,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
91,14,ba2fbe72-7b0a-433e-a0b5-31a9f6832606,14.93617947062252,37821.899878034645,35.277634281898074,42650.10012196536,20.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 14:36:30.604,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
92,14,ba2fbe72-7b0a-433e-a0b5-31a9f6832606,14.93617947062252,40813.899878034645,35.277634281898074,45642.10012196536,22.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 14:36:30.604,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
93,15,ba2fbe72-7b0a-433e-a0b5-31a9f6832606,15.736118739270708,12187.218984608226,33.154649872063004,16436.781015391774,0.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 16:00:55.772,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
94,15,ba2fbe72-7b0a-433e-a0b5-31a9f6832606,15.736118739270708,15463.218984608226,33.154649872063004,19712.78101539177,2.0,2.0,ooi_optasense_north_c2_full,1,Bp_B,2025-12-18 16:00:55.773,ers334,/mnt/class_data/esnyder/raw_data/ooi_optasense_north_c2_full/20211102_215231.h5
